obj_id,obj_title,obj_beginyear,obj_endyear,obj_medium,obj_dimensions,obj_inscription,obj_attribution,obj_class,loc_site,loc_room,loc_description,img_url
195000,Theseus Fighting the Minotaur,1857.0,1873.0,bronze,overall: 45.72 × 29.21 × 16.19 cm (18 × 11 1/2 × 6 3/8 in.),,Antoine-Louis Barye,sculpture,West Building,G-021,West Ground Floor Gallery 21,"https://api.nga.gov/iiif/5f6adc5e-9439-4a9b-ac60-ed532abddbd1/full/!500,500/0/default.jpg"
195019,The Toilet,1873.0,1873.0,oil on paper board,"overall: 66.5 × 56.2 cm (26 3/16 × 22 1/8 in.)
framed: 100.33 × 90.81 × 10.16 cm (39 1/2 × 35 3/4 × 4 in.)",lower right: E. Johnson / 1873,Eastman Johnson,painting,West Building,M-068,West Main Floor Gallery 68,"https://api.nga.gov/iiif/04b7a6be-32cb-482f-a9bb-c8c54b750a03/full/!500,500/0/default.jpg"
195105,The Maid in Armor on Horseback (Joan of Arc series: III),1908.0,1909.0,oil and gold leaf on canvas,"overall: 75.57 × 171.45 cm (29 3/4 × 67 1/2 in.)
framed: 97.79 × 193.04 × 10.16 cm (38 1/2 × 76 × 4 in.)",lower left: M. Boutet de Monvel,Louis Maurice Boutet de Monvel,painting,West Building,G-004,West Ground Floor Gallery 4,"https://api.nga.gov/iiif/a5bdad75-fffc-42dd-9c0d-c000b59a7946/full/!500,500/0/default.jpg"
195106,The Vision and Inspiration (Joan of Arc series: I),1907.0,1909.0,oil and gold leaf on canvas,"overall: 75.57 × 168.91 cm (29 3/4 × 66 1/2 in.)
framed: 98.43 × 193.04 × 10.16 cm (38 3/4 × 76 × 4 in.)",lower left: M.Boutet de Monvel,Louis Maurice Boutet de Monvel,painting,West Building,G-004,West Ground Floor Gallery 4,"https://api.nga.gov/iiif/7ffcc486-603b-4850-afe6-0bc6f5583a86/full/!500,500/0/default.jpg"
195132,Tiger and Snake,1862.0,1862.0,oil on canvas,"overall: 33.02 × 41.28 cm (13 × 16 1/4 in.)
framed: 41.75 × 49.21 × 7.94 cm (16 7/16 × 19 3/8 × 3 1/8 in.)",lower left: Eug. Delacroix 1862,Eugène Delacroix,painting,West Building,M-081,West Main Floor Gallery 81,"https://api.nga.gov/iiif/d12d7b5d-6e51-4e5a-af84-e55067bffc51/full/!500,500/0/default.jpg"
195525,Eve,1881.0,1891.0,marble,overall: 76.2 × 24.77 × 30.48 cm (30 × 9 3/4 × 12 in.),on the base near the left foot: A. Rodin,Auguste Rodin,sculpture,West Building,G-003,West Ground Floor Gallery 3,"https://api.nga.gov/iiif/34f9aa0d-ada2-41c3-938b-e8a11fb377f6/full/!500,500/0/default.jpg"
195538,Tiger Devouring a Gavial,1845.0,1873.0,bronze,overall: 19.69 × 50.17 × 19.69 cm (7 3/4 × 19 3/4 × 7 3/4 in.),,Antoine-Louis Barye,sculpture,West Building,G-021,West Ground Floor Gallery 21,"https://api.nga.gov/iiif/7ee6d651-de17-46c3-974f-c1066045ea6d/full/!500,500/0/default.jpg"
195539,Eagle Holding a Heron,1857.0,1873.0,bronze,overall: 31.43 × 31.75 × 23.81 cm (12 3/8 × 12 1/2 × 9 3/8 in.),on the base: BARYE,Antoine-Louis Barye,sculpture,West Building,G-021,West Ground Floor Gallery 21,"https://api.nga.gov/iiif/99277169-1870-4117-aee8-28e97da3512e/full/!500,500/0/default.jpg"
195567,The Trial of Joan of Arc (Joan of Arc series: VI),1909.0,1910.0,oil and gold leaf on canvas,"overall: 75.57 × 171.45 cm (29 3/4 × 67 1/2 in.)
framed: 97.79 × 193.04 × 9.53 cm (38 1/2 × 76 × 3 3/4 in.)",lower right: M. Boutet de Monvel,Louis Maurice Boutet de Monvel,painting,West Building,G-004,West Ground Floor Gallery 4,"https://api.nga.gov/iiif/05f1edd6-d083-4e9f-a367-7aef9355791f/full/!500,500/0/default.jpg"
195559,Albarello with white-bearded physician and trophies of arms,1550.0,1575.0,tin-glazed earthenware (maiolica),overall (height by diameter): 28.4 × 14.5 cm (11 3/16 × 5 11/16 in.),on front on band: [?]iua: simpli,Faenza 16th Century,decorative art,West Building,G-019,West Ground Floor Gallery 19,"https://api.nga.gov/iiif/0f3ec58d-dcbb-4548-903a-ce51b865f9f8/full/!500,500/0/default.jpg"
195615,Gerhard van Suchtelen,1666.0,1666.0,oil on canvas,"overall: 80.7 × 63.8 cm (31 3/4 × 25 1/8 in.)
framed: 100.97 × 84.46 × 10.16 cm (39 3/4 × 33 1/4 × 4 in.)",reverse under the lining: No. 5 / Gerhard van Suchtelen / Burgermeister der Stad / Deventer Soon van / Abraham van Suchtelen / Getekend met / No. 3 (No. 5 / Gerhard van Suchtelen / Burgomaster of the city / Deventer Son of / Abraham van Suchtelen / Drawn with No. 3),Gerard ter Borch the Younger,painting,West Building,G-013,West Ground Floor Gallery 13,"https://api.nga.gov/iiif/c682d2ee-1837-4e88-b5b2-99d2d7b75b40/full/!500,500/0/default.jpg"
195775,Edward Shippen,1796.0,1796.0,oil on canvas,"overall: 73.66 × 60.33 cm (29 × 23 3/4 in.)
framed: 101.6 × 87.95 × 4.29 cm (40 × 34 5/8 × 1 11/16 in.)",,Gilbert Stuart,painting,West Building,G-042-A,West Ground Floor Gallery 42A,"https://api.nga.gov/iiif/a88ccdd7-8743-4b6a-8419-91c64c7ddf8d/full/!500,500/0/default.jpg"
195825,In the Forest,1874.0,1874.0,oil on wood,"overall: 79.38 × 105.41 cm (31 1/4 × 41 1/2 in.)
framed: 118.11 × 144.78 × 17.15 cm (46 1/2 × 57 × 6 3/4 in.)","lower left: N. Diaz, '74",Narcisse Virgile Diaz de la Peña,painting,West Building,M-093,West Main Floor Gallery 93,"https://api.nga.gov/iiif/96adf641-cc97-46de-8447-ebfb678b9840/full/!500,500/0/default.jpg"
195829,Indian Girl in White Blanket,1917.0,1917.0,oil on canvas,"overall: 81.28 × 66.04 cm (32 × 26 in.)
framed: 100.65 × 85.41 × 8.89 cm (39 5/8 × 33 5/8 × 3 1/2 in.)",lower right: ROBERT HENRI,Robert Henri,painting,West Building,M-071,West Main Floor Gallery 71,"https://api.nga.gov/iiif/be827f4d-defa-4ebd-8fda-c73f4b4b0a15/full/!500,500/0/default.jpg"
195850,"The Louvre, Afternoon, Rainy Weather",1900.0,1900.0,oil on canvas,"overall: 66.68 × 81.6 cm (26 1/4 × 32 1/8 in.)
framed: 93.66 × 109.86 × 10.16 cm (36 7/8 × 43 1/4 × 4 in.)",lower left: C. Pissarro. 1900,Camille Pissarro,painting,West Building,M-089,West Main Floor Gallery 89,"https://api.nga.gov/iiif/f7896300-10dd-4eec-ae25-bf689ce99015/full/!500,500/0/default.jpg"
195862,The Colza (Harvesting Rapeseed),1860.0,1860.0,oil on canvas,"overall: 93.98 × 137.16 cm (37 × 54 in.)
framed: 128.27 × 172.72 × 17.15 cm (50 1/2 × 68 × 6 3/4 in.)",lower left: Jules Breton / Courrieres 1860,Jules Breton,painting,West Building,M-093,West Main Floor Gallery 93,"https://api.nga.gov/iiif/989a51f2-9bc7-4e9e-84ee-c1eb44591d45/full/!500,500/0/default.jpg"
195865,The Moored Boatman: Souvenir of an Italian Lake,1861.0,1861.0,oil on canvas,"overall: 60.96 × 90.17 cm (24 × 35 1/2 in.)
framed: 83.82 × 114.3 × 11.43 cm (33 × 45 × 4 1/2 in.)","lower left: COROT; lower right, the ""n"" backwards: Janvier 1861",Jean-Baptiste-Camille Corot,painting,West Building,M-090,West Main Floor Gallery 90,"https://api.nga.gov/iiif/0769e5d6-dcd0-4595-9876-3f48d5305a06/full/!500,500/0/default.jpg"
202758,Emperor Maximilian I,1519.0,1519.0,woodcut on laid paper,sheet: 54.7 × 38.1 cm (21 9/16 × 15 in.),"in center of image: IMPERATOR CAESAR / DIVVS MAXI MILIANVS / PIVS FELIX AVGVSTVS. (Emperor, Caesar, Divine Maximilian Pious Propitious August); across lower center below image: Der Teür Fürst Kayser Maximilianus ist auff den XII tag des Jenners seins alters im / lix Jar seligklich von dyser zeyt geschaiden. Anno domini 1519; lower right in image: AD (in monogram)","Hans Weiditz, II, after Albrecht Dürer",print,West Building,G-022,West Ground Floor Gallery 22,"https://api.nga.gov/iiif/519a608a-750f-4cc0-8551-481d9dfa2934/full/!500,500/0/default.jpg"
204911,Palmer River,1885.0,1885.0,oil on canvas,overall: 61.6 × 86.6 cm (24 1/4 × 34 1/8 in.),lower left: E M Bannister 85,Edward Mitchell Bannister,painting,West Building,M-068,West Main Floor Gallery 68,"https://api.nga.gov/iiif/4213b1a0-1c20-48e6-add3-63973d82c62f/full/!500,500/0/default.jpg"
204932,"Madonna and Child, with Saints Peter and John the Evangelist, and Man of Sorrows [entire triptych]",1360.0,1360.0,tempera on panel,overall: 76 × 66.4 cm (29 15/16 × 26 1/8 in.),"middle panel, on base of the frame: AVE.GRATIA.PLENA.DO[MINUS TECUM] (Hail, full of grace, the Lord is with thee; from Luke 1:28)",Nardo di Cione,painting,West Building,M-001,West Main Floor Gallery 1,"https://api.nga.gov/iiif/a8576cf2-9196-4b68-b8cb-49b8d152133a/full/!500,500/0/default.jpg"
206070,Madonna and Child,1633.0,1633.0,oil on canvas,overall: 110.3 × 89.4 cm (43 7/16 × 35 3/16 in.),"lower left on the stylobate, with an umlaut above the V and a dot above each I: SIMON VOVET / PINXIT.1633.",Simon Vouet,painting,West Building,G-041,West Ground Floor Gallery 41,"https://api.nga.gov/iiif/e03c3a67-c340-4d02-ac20-7d8f8d8a6874/full/!500,500/0/default.jpg"
206072,"Scenes from the Passion of Christ: The Agony in the Garden, the Crucifixion, and the Descent into Limbo [entire triptych]",1380.0,1389.0,tempera on panel,overall: 56.9 × 116.4 × 3.4 cm (22 3/8 × 45 13/16 × 1 5/16 in.),"middle panel, lower center on original frame, some of the letters restored: ANDREAS UANNIS / DE SENIS / ME PINXIT (Andreas di Vanni of Siena painted me); middle panel, above the cross, in gold bordered by red rectangle: INRI; middle panel, on red flag, in gold: SPQR; right panel, in black paint on the scroll held by God the Father: Destruxit quidam mortes inferni / et subvertit potentias diaboli; right panel, in black paint on the scroll held by Saint John the Baptist: ECCE.ANGIUS[AGNUS]. (Behold the Lamb)",Andrea Vanni,painting,West Building,M-003,West Main Floor Gallery 3,"https://api.nga.gov/iiif/a46e6f59-4fab-4795-8cad-1999b37c52ae/full/!500,500/0/default.jpg"
206074,Comte Antoine Boulay de la Meurthe,1832.0,1832.0,marble,overall with base (height): 70 cm (27 9/16 in.),"on the truncation, proper left: P. J. DAVID D'ANGERS 1832; on the truncation, proper right: BOULAY DE LA MEURTHE",Pierre-Jean David d'Angers,sculpture,West Building,M-056,West Main Floor Gallery 56,"https://api.nga.gov/iiif/e61b7212-2ad4-430f-b05e-210252ce6f82/full/!500,500/0/default.jpg"
206122,"Madonna and Child with Saints Andrew, Benedict, Bernard, and Catherine of Alexandria with Angels [entire triptych]",1387.0,1387.0,tempera on poplar panel,"left panel (overall): 197 × 80 cm (77 9/16 × 31 1/2 in.)
middle panel (overall): 204 × 80 cm (80 5/16 × 31 1/2 in.)
right panel (overall): 194.6 × 80 cm (76 5/8 × 31 1/2 in.)","left panel, across the bottom below the saints: S. ANDREAS AP[OSTO]L[U]S; S. BENEDICTUS ABBAS; left panel, on the book held by St. Benedict: AUSCU / LTA.O/ FILI.PR / ECEPTA / .MAGIS / [T]RI.ET.IN / CLINA.AUREM / CORDIS.T / UI[ET]A[D]MONITIONE / M.PII.PA / TRIS.LI / BENTE / R.EXCIP / E.ET.EF[FICACITER COMPLE] (Harken, O son, to the precepts of the master and incline the ear of your heart and willingly receive the admonition of the pious father and efficiently);[1] middle panel, across the bottom: AVE MARIA GRATIA PLENA DOMINUS [TECUM] (Hail, Mary, full of grace, the Lord is with thee; from Luke 1:28); middle panel, on the book held by the Redeemer in the gable: EGO SUM / A[ET] O PRINCI / PIU[M] [ET] FINIS / EGO SUM  VI / A. VERITAS / [ET] VITA (I am Alpha and Omega, the beginning and the end, I am the way, the truth, and the life; from John 14:6; Revelations 22:13); right panel, across the bottom under the saints: S. BERNARDUS DOCTOR; S. K[A]TERINA VIRGO
",Agnolo Gaddi,painting,West Building,M-002,West Main Floor Gallery 2,"https://api.nga.gov/iiif/2fb51438-c9e4-445a-a0ab-ca44654afbd0/full/!500,500/0/default.jpg"
206126,"Madonna and Child Enthroned with Saints and Angels, and Saints Anthony Abbot and Venantius [entire triptych]",1354.0,1354.0,tempera on panel,,"left panel, on Saint Anthony's halo: .S[AN]C[TU]S.ANTONIVS.D[E].VIENA; middle panel, on the Madonna's halo: .S[AN]C[T]A.MARIA.MATER.DEI.; middle panel, on the Child's halo: IIS . XRO . M;[1] middle panel, along the base: [MCCC]LIIII.QUESTA TA[VOLA HA F]ATTA F[A]RE. FRATE GIOVANNI DA [...] (1354, this picture was commissioned by Fra Giovanni); right panel, on Saint Venantius's halo: .S[AN]C[TU]S . VENANCIVS . M[A]RTIRI (Saint Venantius Martyr)",Puccio di Simone and Allegretto Nuzi,painting,West Building,M-003,West Main Floor Gallery 3,"https://api.nga.gov/iiif/5b5ec5c8-a660-4eb2-89ae-5cfbd33d398b/full/!500,500/0/default.jpg"
206484,The Adoration of the Magi,1600.0,1600.0,oil on panel,overall: 24.8 × 25 cm (9 3/4 × 9 13/16 in.),,"Pier Francesco Mazzucchelli, called Morazzone",painting,West Building,G-010,West Ground Floor Gallery 10,"https://api.nga.gov/iiif/5492400b-5a7b-4aa6-aacb-7234f4ebe115/full/!500,500/0/default.jpg"
206701,The Avenger,1914.0,1914.0,bronze,,,Ernst Barlach,sculpture,East Building,EM-217-A,"East Bldg, Mezz Gal 217A (Pod 1)","https://api.nga.gov/iiif/3ebfbe6c-2795-49a8-85a6-bcd2529f21c5/full/!500,500/0/default.jpg"
206775,Still Life with Trophies of the Hunt,1600.0,1699.0,oil on canvas,"overall: 57 × 76 cm (22 7/16 × 29 15/16 in.)
framed: 94.62 × 76.52 × 9.53 cm (37 1/4 × 30 1/8 × 3 3/4 in.)","lower left on edge of cornice, PD in monogram: PD vpvis",Pierre Dupuis,painting,West Building,G-013,West Ground Floor Gallery 13,"https://api.nga.gov/iiif/b1015b29-4e1d-41b2-a519-88f28907a91e/full/!500,500/0/default.jpg"
208220,Army Train and Death,1527.0,1537.0,"woodcut from four blocks, on four sheets",sheet: 31.2 × 156.5 cm (12 5/16 × 61 5/8 in.),,Erhard Schön,print,West Building,G-022,West Ground Floor Gallery 22,"https://api.nga.gov/iiif/ccfc21f3-cc11-45e4-b9dc-69bf988df7fe/full/!500,500/0/default.jpg"
208472,Battle of Naked Men and Peasants,1522.0,1522.0,woodcut on laid paper,"image: 15 × 29.6 cm (5 7/8 × 11 5/8 in.)
sheet: 18.5 × 30 cm (7 5/16 × 11 13/16 in.)","lower left in image, on tablet: H.N. (in reverse); lower left in tablet: HANNS / LEVCZELLBVRGER / FVRMSCHNIDER / 1522; lower right in tablet: ABCDEFG / HIKLMNO / PQRSTVX / YZ","Hans Lützelburger, after Master NH",print,West Building,G-022,West Ground Floor Gallery 22,"https://api.nga.gov/iiif/51c7852d-8123-4acd-ab32-744bccb26ad7/full/!500,500/0/default.jpg"
209753,Terra (Earth),1587.0,1587.0,engraving on laid paper,"plate: 17.1 × 21 cm (6 3/4 × 8 1/4 in.)
sheet: 17.5 × 21.2 cm (6 7/8 × 8 3/8 in.)","in margin below image, in plate: TERRA parens, qua non elementum est firmius ullum, / In media mundi parte locata manet. / Fert gramen, flores, laetas fert denique fruges, / Et reliqua unde animans vivere quodq[ue] queat. (Mother Earth, than whom no element is firmer, Abides, situated in the midpoint of the world. She bears grass, flowers, at length bears pleasing fruits, Animating from all quarters whatever is capable of life.) [translation from Melion, Walter S. and James Clifton_Through a Glass Darkly: Allegory & Faith in Nethlerlandish Prints from Lucas van Leyden to Rembrandt._Atlanta: Michael C. Carlos Museum, Emory University, 2019, p.48.])/ Corn. Kil. Duffl. / Adrian. Collaert inuent. sculp. et excud.",Adriaen Collaert,print,West Building,G-022-A,West Ground Floor Gallery 22A,"https://api.nga.gov/iiif/e863cdba-b1d9-41d5-889c-49d67dcd7bc1/full/!500,500/0/default.jpg"
209754,Aqua (Water),1587.0,1587.0,engraving on laid paper,"plate: 17 × 21 cm (6 11/16 × 8 1/4 in.)
sheet: 17.4 × 21.5 cm (6 7/8 × 8 7/16 in.)","in margin below image, in plate: Rerum AQVA principium, chaos, et fons est, et origo, / Frugibus unde vigor seminibusque venit. / Squamigeros homini pisces alimenta ministrat; / Et quo navigijs transeat, aptat iter. (Water is the origin, the chaos, the wellspring of things, Whence comes vigor to fruits and seeds. She furnishes scaly fish as nourishment to mankind; And anywhither the shipborne journey passes, she accommodates. [translation from Melion, Walter S. and James Clifton_Through a Glass Darkly: Allegory & Faith in Nethlerlandish Prints from Lucas van Leyden to Rembrandt._Atlanta: Michael C. Carlos Museum, Emory University, 2019, p.50.]) / Adrian. Collaert invent. sculp. et excud.",Adriaen Collaert,print,West Building,G-022-A,West Ground Floor Gallery 22A,"https://api.nga.gov/iiif/f34a5574-f761-4e2c-b2a1-c2a8adad3144/full/!500,500/0/default.jpg"
209755,Ignis (Fire),1587.0,1587.0,engraving on laid paper,"plate (approx): 17.2 × 21.2 cm (6 3/4 × 8 3/8 in.)
sheet (approx): 17.6 × 21.5 cm (6 15/16 × 8 7/16 in.)","in margin below image, in plate: IGNIS, seu flammans, caelo qui proximus, Aether; / Materia altisono fulminis unde Iovi: / Flammarum immodicus vi multa uritq[ue] necatque; / Ast modicus grato multa calore fovet. (Fire, or the blazing Ether, near to heaven; Whence [comes] to sublime Jove the substance of fine: Beyond measure, by the power of flames, he burns and destroys many things; But keeping a proper measure, with pleasing heat he fosters many things.) [translation from Melion, Walter S. and James Clifton_Through a Glass Darkly: Allegory & Faith in Nethlerlandish Prints from Lucas van Leyden to Rembrandt._Atlanta: Michael C. Carlos Museum, Emory University, 2019, p.49.]) / Corn. Kil. Duffl. / Adrian. Collaert inuent. sculp. et excud.",Adriaen Collaert,print,West Building,G-022-A,West Ground Floor Gallery 22A,"https://api.nga.gov/iiif/51d20752-8e49-4012-9f31-e8b2e3aaa504/full/!500,500/0/default.jpg"
209756,Aër (Air),1587.0,1587.0,engraving on laid paper,"plate: 17.2 × 21.2 cm (6 3/4 × 8 3/8 in.)
sheet: 17.6 × 21.5 cm (6 15/16 × 8 7/16 in.)","in margin below image, in plate: Mobilis, & rerum per cuncta meabilis AËR, / Afflatu alituum promovet omne genus: / Commotus nimbos tempestatesque minatur, / Tranquillus terris aequoirbusq[ue] favet. (Mobile Air, passable through all things, By his nourishing breath causes every species to advance: Aroused, he puts forth rain-storms and tempests, Tranquil, he favors lands and seas.) [translation from Melion, Walter S. and James Clifton_Through a Glass Darkly: Allegory & Faith in Nethlerlandish Prints from Lucas van Leyden to Rembrandt._Atlanta: Michael C. Carlos Museum, Emory University, 2019, p. 51.]) / Corn. Kil. Duffl. / Adrian Collaert invent sculp & excud",Adriaen Collaert,print,West Building,G-022-A,West Ground Floor Gallery 22A,"https://api.nga.gov/iiif/64fab580-5a52-473d-b4e3-9594f63a68b5/full/!500,500/0/default.jpg"
210882,Imagines Mortis (Images of Death),1525.0,1545.0,"bound volume with 44 woodcut illustrations including 1 title vignette, 1 initial, 41 in-text illustrations, and 1 illustration before the epilogue",book: 13.8 × 9.7 × 1.3 cm (5 7/16 × 3 13/16 × 1/2 in.),"by later hand on first free endpaper in graphite: (underlined) (Hollbein). Imagines martis. / Lyon, 1545 / Lb. II / 8191 E. L.: on facing page in graphite underlined: F4 [not deciphered]",Hans Lützelburger after Hans Holbein the Younger,volume,West Building,G-022,West Ground Floor Gallery 22,"https://api.nga.gov/iiif/a892f83d-e743-4cb4-90c3-55b08b03f255/full/!500,500/0/default.jpg"
211516,The Parable of the Wise and Foolish Virgins,1555.0,1565.0,engraving on laid paper,"plate: 22.3 × 29.2 cm (8 3/4 × 11 1/2 in.)
sheet: 24.6 × 31.9 cm (9 11/16 × 12 9/16 in.)","lower left in image: H. cock excu.; lower right in image: BRVEGEL. INV:; on stairs at upper right: Non noui vos (I know you not); on banderole at center: Ecce sponsus venit exit obviam ei. (Behold, the bridegroom cometh. Go ye out to meet him); lower center, in plate below image: DATE NOBIS DE OLEO VESTRO, QVIA LAMPADES NOSTRAE EXTINGVUN  / TVR. / NEQVAQVAM, NEQVANDO NON SVFFICIAT NOBIS ET VOBIS math. 25 ([And the foolish said unto the wise,] Give us of your oil, for our lamps are gone out. [But the wise answered, saying,] Not so, lest there be not enough for us and you. [Matt. 25:8-9]) [translation from Nadine Orenstein, ed., Pieter Bruegel the Elder: Drawings and Prints. Exhibition catalogue. New York: Metropolitan Museum of Art, 2001, p. 208.]","Philip Galle, after Pieter Bruegel the Elder",print,West Building,G-022-A,West Ground Floor Gallery 22A,"https://api.nga.gov/iiif/6eeadcf9-63f2-4643-8f29-e45380f4cc0e/full/!500,500/0/default.jpg"
212550,The Apostle Simon Zelotes,1455.0,1465.0,engraving on laid paper,sheet: 14.7 × 8.9 cm (5 13/16 × 3 1/2 in.),none,Master E.S.,print,West Building,G-022,West Ground Floor Gallery 22,"https://api.nga.gov/iiif/3e311004-311c-4d40-8486-c8f86176c343/full/!500,500/0/default.jpg"
216037,The Slaughtered Hog,1653.0,1653.0,oil on panel,overall: 39.6 × 51.9 cm (15 9/16 × 20 7/16 in.),lower left on the barrel: Jan.Victors f. 1653,Jan Victors,painting,West Building,G-013-A,West Ground Floor Gallery 13A,"https://api.nga.gov/iiif/0b4c8d03-8a56-4e03-b5d4-bd22e0d1500f/full/!500,500/0/default.jpg"
215886,Venus Nursing Cupid,1754.0,1764.0,terracotta,overall (height): 38.1 cm (15 in.),on the tree stump: FALCONET.Fct. / 1759,Workshop of Etienne-Maurice Falconet,sculpture,West Building,G-012,West Ground Floor Gallery 12,"https://api.nga.gov/iiif/a3b338e2-aad9-4009-92ee-3323b7c0f7d0/full/!500,500/0/default.jpg"
218611,Presentation Candelabrum for Commodore Stephen Decatur,1817.0,1817.0,"silver, partially gilded",height: 50.8 cm (20 in.),"stamped on the underside, in a rectangle, first ""W"" in superscript: ANDW .E. WARNER; stamped after the rectangle, ""T"" in superscript: BALT; stamped after the city abbreviation, three pseudo hallmarks; engraved on top of the pedestal: The citizens of Baltimore to Commodore Stephen Decatur / Rebus gestis insigni: Ob virtutes dilecto [Renowned for his valor, beloved for his virtues]; engraved on underside of the pedestal: Presented by / William Swaim, / To / Mrs. E. Swaim, / And by her, to her daughter, / Mrs. Oliver Hopkinson",Andrew Ellicott Warner,decorative art,West Building,G-042-A,West Ground Floor Gallery 42A,"https://api.nga.gov/iiif/e5d82ffb-01a1-4bf5-98ee-e6495f0a3440/full/!500,500/0/default.jpg"
219334,"Woman of the ""Orient""",1837.0,1837.0,oil on canvas,overall: 75 × 61 cm (29 1/2 × 24 in.),"upper right, ""HE"" in ligature: HEINRICH.LEHMANN. / 1837. / .PARIS.",Henri Lehmann,painting,West Building,M-081,West Main Floor Gallery 81,"https://api.nga.gov/iiif/f91fb4d3-6438-4919-a8e9-2dea0dfb6b30/full/!500,500/0/default.jpg"
219555,Denise Maréchal,1894.0,1894.0,oil on wood,"overall: 36.2 × 26.7 cm (14 1/4 × 10 1/2 in.)
framed: 52.86 × 43.82 × 2.54 cm (20 13/16 × 17 1/4 × 1 in.)","on reverse, dedication to the sitter's grandmother (the artist's mother-in-law): pour Madame Monnom 32 quai des Industriel",Théo van Rysselberghe,painting,West Building,M-087,West Main Floor Gallery 87,"https://api.nga.gov/iiif/8319cbb0-0cb2-4a26-9943-2baaf62c481b/full/!500,500/0/default.jpg"
221599,The Forum at Pompeii,1819.0,1819.0,oil on paper,overall: 16 × 22 cm (6 5/16 × 8 11/16 in.),,Achille-Etna Michallon,painting,West Building,M-091,West Main Floor Gallery 91,"https://api.nga.gov/iiif/67a40105-e674-472c-999b-06fed2986008/full/!500,500/0/default.jpg"
5,The Madonna of Humility,1430.0,1430.0,tempera on panel,"painted surface: 60.7 x 45.2 cm (23 7/8 x 17 13/16 in.)
support: 62.8 x 47.2 cm (24 3/4 x 18 9/16 in.)","upper center in Virgin's halo: AVE MARIA GRATIA PLENA DO[MINVS TECVM] (Hail, Mary, full of grace, the Lord is with thee; from Luke 1:28)",Fra Angelico,painting,West Building,M-004,West Main Floor Gallery 4,"https://api.nga.gov/iiif/e64daf38-38e8-4d0c-acb2-8ff370cc188c/full/!500,500/0/default.jpg"
91,Saint Martin and the Beggar,1600.0,1614.0,oil on canvas,"overall (original painted surface): 99.5 x 55 cm (39 3/16 x 21 5/8 in.)
overall (with extensions on all four sides): 104.3 x 60.3 cm (41 1/16 x 23 3/4 in.)
framed: 124.5 x 81 x 6.4 cm (49 x 31 7/8 x 2 1/2 in.)","lower left in cursive Greek: [Do] ménik [os Theotokopoulos]; formerly, unidentified inventory number at lower right: 387",Workshop of El Greco (Domenikos Theotokopoulos),painting,West Building,M-074,West Main Floor Gallery 74,"https://api.nga.gov/iiif/853fd837-d70a-4d5f-856c-3dfbf5f109f5/full/!500,500/0/default.jpg"
11,Madonna and Child with Angels and Cherubim,1460.0,1465.0,tempera on poplar panel,"painted surface: 69.7 x 49.5 cm (27 7/16 x 19 1/2 in.)
overall size: 79 x 58 cm (31 1/8 x 22 13/16 in.)
framed: 99.7 x 78.1 x 8.3 cm (39 1/4 x 30 3/4 x 3 1/4 in.)","upper center on the Madonna's halo: REGINA CELI LETA[RE ALLELUIA] (O Queen of Heaven, rejoice!)",Matteo di Giovanni,painting,West Building,M-008,West Main Floor Gallery 8,"https://api.nga.gov/iiif/48df24d3-24aa-41c6-b0bb-11f242af775c/full/!500,500/0/default.jpg"
12,The Adoration of the Magi,1470.0,1475.0,tempera on poplar panel,"overall: 182 x 137 cm (71 5/8 x 53 15/16 in.)
framed: 207.7 x 150.5 x 11.4 cm (81 3/4 x 59 1/4 x 4 1/2 in.)",,Benvenuto di Giovanni,painting,West Building,M-008,West Main Floor Gallery 8,"https://api.nga.gov/iiif/c747c66d-a38d-4cdc-a0a3-9c55930303b8/full/!500,500/0/default.jpg"
13,Madonna and Child with Donor,1325.0,1330.0,tempera on panel,"painted surface: 50.8 × 23.5 cm (20 × 9 1/4 in.)
overall: 51.5 × 24.2 × 0.5 cm (20 1/4 × 9 1/2 × 3/16 in.)
framed: 70 x 36.2 x 5.1 cm (27 9/16 x 14 1/4 x 2 in.)",,Lippo Memmi,painting,West Building,M-003,West Main Floor Gallery 3,"https://api.nga.gov/iiif/8e81c3c7-f5c7-4832-888a-9469d9890bed/full/!500,500/0/default.jpg"
14,Claudia Quinta,1490.0,1495.0,tempera on poplar panel,"overall: 105 x 46 cm (41 5/16 x 18 1/8 in.)
framed: 128.91 x 77.47 x 8.26 cm (50 3/4 x 30 1/2 x 3 1/4 in.)","lower center on the tablet of the pedestal: CLAVDIA CASTA FVI NEC VVLGVS CREDIDIT AMEN / ET TAMEN ID QVOD ERAM TESTIS MIHI PRORA PROBAVIT / CONSILIVM ET VIRTVS SVPERANT MATERQVE DEORVM / ALMA PLACET POPVLO ET PER ME HVNC ORATA TVETVR (I was Claudia the chaste, but men trusted not in my troth. And yet that which I was, the prow proved as my witness. Prudence and virtue triumph, and the Mother of the Gods [Cybele], she, the gracious one, is pleasing to the people and protects them when invoked through me)",Neroccio de' Landi,painting,West Building,M-008,West Main Floor Gallery 8,"https://api.nga.gov/iiif/4823046d-8c2c-4ae0-bc6f-c9fcae27ff2b/full/!500,500/0/default.jpg"
